heading_area_m2,heading_length_m,explosive_kg,fan_capacity_m3s,duct_distance_from_face_m,temperature_c,humidity_pct,initial_co_ppm,initial_nox_ppm,safe_reentry_time_mins
24.5,73.0,129.1,11.9,20.9,30.5,60.3,1131.0,338.71,52.6
24.1,126.5,110.8,12.9,17.1,32.0,85.8,752.0,152.36,51.6
16.6,63.5,128.9,5.5,14.9,25.3,65.3,2764.0,246.7,43.5
22.8,55.3,77.6,14.6,5.8,30.8,91.9,992.0,133.09,17.1
22.5,144.9,48.8,6.2,24.7,35.2,91.2,350.0,41.9,120.0
14.1,31.1,118.6,11.5,12.7,33.8,82.9,5562.0,742.44,15.0
22.3,149.7,73.3,9.4,8.0,33.3,83.5,481.0,66.34,46.9
9.6,111.2,110.6,13.2,18.3,36.8,60.2,2561.0,333.65,17.9
18.5,129.4,62.5,7.0,10.7,25.2,94.5,412.0,89.58,33.0
12.7,65.4,39.7,15.4,16.7,32.2,90.7,1152.0,176.61,23.2
10.9,31.7,149.1,16.9,16.7,35.2,91.3,6995.0,1030.41,15.0
10.2,118.5,48.7,7.5,13.9,32.0,83.1,761.0,87.19,22.3
20.1,130.1,148.6,6.6,21.7,29.2,72.1,1334.0,266.33,120.0
14.4,118.9,147.3,7.2,10.3,26.8,91.3,2065.0,356.1,44.8
20.6,47.1,125.3,18.2,14.0,36.5,70.2,2588.0,487.2,15.7
10.0,120.4,109.1,12.9,15.8,31.1,79.7,1889.0,409.39,15.2
14.0,122.3,99.3,12.0,18.3,36.4,63.5,1277.0,307.21,39.1
17.6,109.0,133.9,6.6,20.7,32.6,92.3,1625.0,258.54,98.3
21.7,121.9,64.7,14.7,12.9,33.8,64.9,398.0,111.92,22.9
14.1,131.5,86.1,18.0,17.9,35.5,67.9,1073.0,270.04,30.8
19.0,103.6,104.3,17.4,8.0,33.6,79.5,1049.0,283.7,20.2
23.2,40.6,79.3,14.4,23.7,30.2,86.7,1644.0,312.09,25.4
18.9,88.5,81.3,6.1,12.7,31.7,81.7,937.0,223.06,66.5
12.7,39.3,69.6,6.7,19.6,35.4,68.1,2796.0,376.87,25.2
9.4,78.9,97.7,5.7,5.4,29.9,60.0,3224.0,559.4,19.6
22.9,78.9,132.1,8.9,9.1,30.0,86.5,1497.0,432.96,47.7
9.3,37.9,54.2,7.0,14.7,26.2,94.5,3753.0,623.11,15.0
23.0,71.9,142.1,8.9,22.6,36.9,88.3,1445.0,491.2,89.9
17.5,43.3,112.7,10.8,15.5,26.2,76.1,3313.0,540.64,23.4
24.0,127.0,128.8,19.1,23.6,33.4,91.6,976.0,253.09,44.2
21.8,143.7,96.7,14.2,14.7,30.4,74.3,673.0,133.41,27.6
25.0,38.7,123.5,17.5,14.8,30.3,78.4,2695.0,277.5,15.0
14.6,144.6,31.9,15.7,7.4,33.8,76.7,312.0,65.72,17.1
21.3,92.7,128.2,6.7,21.1,25.9,75.7,1535.0,201.39,78.8
15.4,65.9,34.8,16.0,9.9,32.7,87.1,794.0,72.87,15.0
16.7,39.2,136.8,9.1,23.0,35.0,78.4,3392.0,1104.78,23.9
19.0,90.1,149.0,14.6,23.2,35.8,71.1,2041.0,269.64,56.1
23.0,125.3,65.3,10.1,23.9,27.2,69.0,434.0,117.56,62.8
24.7,114.9,55.2,20.0,15.4,36.7,61.3,341.0,61.28,29.1
21.3,36.0,121.8,9.0,18.5,33.5,80.4,3764.0,441.14,23.1
15.7,38.7,60.4,9.2,20.6,36.5,68.0,1919.0,585.59,17.9
15.7,78.3,133.9,19.0,7.6,31.3,65.2,2506.0,374.11,18.8
20.8,65.4,42.3,5.4,17.0,32.0,82.9,549.0,137.04,74.2
12.8,57.9,45.1,15.5,5.7,36.9,83.8,914.0,269.91,15.0
10.8,63.7,147.5,15.9,15.0,36.7,86.3,4290.0,911.9,15.0
14.7,126.4,110.9,17.5,8.1,30.8,77.6,956.0,338.18,15.0
13.6,141.5,131.6,19.6,8.7,28.6,91.3,1542.0,321.4,21.8
13.7,78.6,68.9,19.6,12.3,30.1,92.8,1133.0,230.64,15.0
12.7,138.7,111.2,6.0,13.6,30.0,88.3,1223.0,342.85,57.2
9.7,68.6,101.3,17.3,17.5,28.7,82.2,2424.0,416.02,15.0
9.3,87.2,102.4,14.7,6.5,28.5,70.6,2260.0,528.27,15.0
24.8,57.1,111.9,14.7,15.1,36.2,94.4,1802.0,458.26,28.5
15.8,106.9,99.0,6.9,8.7,25.9,69.6,966.0,263.34,45.9
15.1,147.5,81.5,14.8,16.5,33.8,67.1,783.0,192.14,26.7
19.9,102.4,63.1,19.7,17.7,27.2,75.5,750.0,143.06,16.6
12.5,72.9,122.2,18.7,16.1,29.5,62.0,2924.0,718.71,17.0
24.2,107.7,57.2,11.6,19.8,25.8,94.2,507.0,126.66,63.6
21.6,44.8,113.1,5.6,11.7,28.5,80.6,1884.0,362.0,39.0
10.4,136.6,58.0,10.4,20.3,35.0,79.5,712.0,109.01,44.1
15.7,90.4,105.0,17.4,13.7,36.5,83.0,1775.0,291.74,15.0
23.1,83.9,119.6,15.5,14.7,27.9,77.4,1369.0,297.15,27.5
24.1,100.3,56.2,11.9,18.0,31.0,61.1,498.0,67.64,25.9
16.5,105.0,37.2,5.8,5.4,31.1,81.4,465.0,43.36,30.8
18.8,38.6,45.7,11.4,18.1,36.4,85.1,1205.0,212.18,15.0
11.7,111.9,102.7,12.0,17.4,34.9,74.6,1215.0,462.0,41.6
24.9,59.0,131.9,18.9,11.2,31.7,86.5,2054.0,429.74,16.4
12.7,115.7,35.4,14.6,6.7,33.7,67.9,525.0,86.83,17.8
24.1,128.7,118.1,9.7,6.8,36.0,67.7,752.0,105.55,26.6
19.4,126.5,71.0,12.9,23.5,25.1,65.6,694.0,99.06,31.6
18.7,96.3,87.4,6.0,18.8,30.2,73.0,890.0,129.91,52.1
17.2,92.4,141.5,19.6,7.5,36.8,89.6,1597.0,215.79,15.0
12.7,47.1,69.8,10.4,12.1,34.6,89.0,2770.0,656.8,15.0
11.8,123.0,85.8,12.2,16.8,32.1,73.4,1355.0,353.45,30.0
12.5,62.6,31.6,10.3,21.7,31.9,80.6,813.0,107.23,19.3
12.0,89.6,39.8,15.2,5.9,29.5,85.2,604.0,82.2,15.0
21.5,64.1,61.0,14.9,9.7,31.8,68.4,760.0,147.13,18.4
14.6,46.1,33.3,15.7,22.8,33.5,65.9,1069.0,190.7,15.0
9.9,105.5,105.8,9.0,5.2,30.4,94.0,1903.0,284.63,25.3
24.5,36.5,81.2,9.7,9.0,34.3,81.6,2119.0,290.74,19.7
23.1,119.8,95.8,6.9,24.2,36.2,94.3,846.0,96.83,120.0
23.8,68.1,51.0,14.8,17.3,27.0,71.8,723.0,159.93,25.8
24.9,30.0,65.5,5.6,10.2,30.9,84.6,1644.0,424.83,17.0
11.8,91.3,109.7,14.0,6.3,30.3,67.8,2332.0,462.61,15.0
15.3,35.6,145.8,18.0,5.6,33.9,69.1,4941.0,947.14,15.0
21.1,63.1,36.1,18.4,9.9,28.2,77.9,450.0,152.28,15.0
20.1,114.8,136.8,11.7,22.6,33.3,71.2,907.0,347.86,61.1
11.5,37.5,99.2,11.9,13.3,36.4,65.9,4350.0,621.65,15.0
22.1,130.7,97.7,6.2,19.4,30.4,69.2,814.0,97.98,90.8
12.6,30.5,90.0,15.1,23.4,36.8,61.3,4083.0,963.13,15.0
12.6,59.6,38.3,17.3,13.2,37.9,84.7,872.0,120.85,15.0
17.6,118.9,40.8,8.7,8.8,26.4,77.2,482.0,73.03,22.1
18.5,68.0,102.1,11.3,15.3,28.0,63.3,1240.0,351.72,31.2
18.3,42.2,70.9,17.6,23.2,37.4,66.0,2100.0,375.56,15.0
10.5,73.2,140.1,18.2,21.1,37.5,63.6,3330.0,607.57,18.3
23.0,62.4,78.8,8.6,6.3,26.3,81.4,842.0,228.35,26.1
13.2,131.1,47.2,13.3,18.9,25.2,63.3,657.0,158.51,24.2
11.1,67.6,115.8,7.9,16.4,27.1,86.4,2536.0,436.78,20.0
23.2,124.7,65.2,6.5,23.1,37.9,60.7,462.0,104.04,83.3
24.3,137.0,93.1,18.7,7.4,27.3,68.7,496.0,60.77,23.0
22.8,82.1,113.7,17.3,15.7,31.5,91.2,952.0,137.77,27.6
22.0,139.2,138.0,16.4,22.6,36.0,85.1,700.0,190.06,40.0
19.5,75.3,125.1,5.7,13.2,25.3,62.6,1378.0,206.33,49.2
17.8,145.7,111.2,17.7,14.6,32.9,88.7,673.0,89.49,26.0
10.4,40.7,111.6,11.6,6.4,28.6,77.3,5960.0,708.22,15.0
15.5,112.4,143.5,10.1,10.6,36.2,89.6,1631.0,349.93,41.3
15.0,89.3,65.5,13.2,11.5,28.7,81.0,904.0,236.06,15.0
13.2,76.5,30.1,6.4,23.9,33.9,83.9,574.0,84.11,59.1
20.6,105.9,62.6,16.3,10.7,33.8,94.8,698.0,134.3,16.7
16.9,114.5,56.1,13.7,14.2,27.9,68.1,698.0,79.08,15.0
10.3,30.5,109.4,7.8,18.4,25.5,81.8,7714.0,1550.58,24.0
12.5,50.0,106.0,7.8,8.2,30.3,76.1,4036.0,617.38,15.0
19.9,115.6,101.2,7.8,14.7,28.8,61.4,800.0,202.79,49.6
10.2,110.0,31.9,5.9,19.8,35.5,60.5,535.0,170.04,53.9
22.6,145.9,117.5,13.8,22.3,35.4,64.2,752.0,204.65,78.4
16.9,121.3,68.8,17.6,17.5,30.9,82.7,712.0,67.62,29.3
16.7,144.1,109.8,5.3,18.4,32.9,79.9,905.0,253.04,97.6
18.5,114.3,96.8,5.7,7.5,32.9,79.4,871.0,103.84,41.9
22.2,65.8,71.1,13.6,23.9,35.8,61.1,1211.0,283.22,34.5
14.6,42.6,46.1,17.3,7.7,30.5,76.4,1725.0,232.36,15.0
19.8,123.8,41.3,9.9,20.5,28.6,92.4,325.0,59.33,43.1
18.1,107.3,129.8,10.2,10.3,28.4,73.9,1492.0,158.57,25.3
13.3,35.8,140.2,13.9,23.7,32.0,81.9,5224.0,723.03,15.0
23.1,73.2,108.0,9.1,19.4,30.8,87.3,1024.0,313.88,59.6
21.8,144.8,42.4,5.4,20.1,30.7,87.4,249.0,77.76,98.5
19.5,90.0,78.2,16.0,9.4,26.2,78.2,846.0,197.62,18.3
22.6,81.9,117.5,14.4,13.9,34.3,90.0,962.0,308.43,27.1
22.9,84.9,123.6,13.7,17.4,27.8,73.7,1472.0,321.09,31.7
20.3,55.1,44.2,16.1,20.4,27.6,91.1,734.0,120.41,25.4
22.4,74.2,30.0,15.1,7.1,30.4,68.4,375.0,39.36,15.0
20.2,74.4,115.5,8.1,24.2,28.0,69.8,1212.0,154.58,60.4
19.9,36.3,72.8,10.3,22.8,32.6,61.9,1690.0,343.34,24.8
18.9,122.1,60.5,6.9,10.4,29.8,87.8,627.0,77.81,43.7
21.0,80.0,31.5,6.9,21.5,30.8,74.6,395.0,42.16,29.9
11.5,128.7,94.8,15.1,15.4,32.0,68.0,1565.0,173.65,17.8
23.1,132.0,132.1,17.9,14.2,27.6,68.1,1083.0,108.25,25.2
22.9,55.4,144.9,19.4,11.3,27.0,91.5,2132.0,644.62,19.2
9.5,108.9,97.9,14.4,16.6,36.4,89.2,1708.0,243.19,18.5
22.2,86.7,91.7,7.8,19.6,30.6,79.4,1124.0,197.77,42.9
11.1,135.6,40.2,6.6,13.2,30.4,81.6,670.0,117.18,36.6
14.4,55.9,95.9,17.2,17.6,25.5,76.6,2543.0,498.51,18.4
20.9,111.3,75.6,13.7,19.0,31.5,73.7,746.0,77.86,34.5
11.6,102.9,102.9,14.3,19.2,32.2,92.0,1970.0,282.82,28.5
22.1,65.4,76.6,16.7,6.0,32.3,64.4,984.0,116.94,15.0
22.3,46.4,58.8,15.5,22.2,34.2,74.6,1179.0,203.62,30.3
17.1,108.2,41.4,17.5,14.2,27.3,72.1,521.0,61.56,15.0
9.1,118.6,67.8,5.8,10.2,28.3,77.4,1374.0,266.6,24.6
13.6,67.9,41.6,16.2,9.8,35.5,76.0,686.0,215.12,15.0
18.9,107.4,51.2,17.8,14.7,37.3,78.2,464.0,104.37,18.8
24.7,77.4,148.5,9.3,22.7,26.8,64.9,1277.0,290.19,54.4
19.1,115.6,83.3,14.6,12.6,31.5,78.0,654.0,133.85,34.6
13.2,53.9,93.8,9.7,20.0,27.8,68.5,3182.0,709.97,17.7
19.1,136.8,134.8,19.4,6.9,25.8,66.5,791.0,148.12,26.0
17.6,64.5,149.5,5.5,14.5,29.2,62.3,2260.0,648.67,85.1
21.5,74.1,99.9,13.7,24.8,26.9,86.7,1136.0,315.67,64.0
10.7,37.0,127.5,7.5,20.4,34.2,75.0,6815.0,1183.72,15.7
21.2,43.4,69.2,15.7,9.2,31.9,81.9,1533.0,240.35,15.0
17.7,91.9,66.7,7.6,15.0,26.9,85.5,706.0,159.51,29.5
24.4,62.1,78.3,8.5,9.7,25.1,83.8,860.0,122.59,32.1
14.5,130.3,110.7,12.4,13.2,35.5,76.5,1020.0,128.26,40.2
19.1,31.8,111.9,18.7,20.6,27.3,73.6,3688.0,450.57,15.0
23.9,75.5,67.8,8.2,20.4,32.9,73.2,666.0,103.28,69.5
10.6,70.5,46.0,7.2,9.6,29.4,82.4,1501.0,246.3,15.0
24.0,32.3,105.9,16.4,23.4,32.6,77.3,2681.0,736.83,25.2
20.0,44.9,45.4,12.5,16.9,29.1,89.7,787.0,148.64,17.7
10.1,79.6,99.4,18.7,12.6,26.1,90.6,2759.0,710.6,15.0
13.8,89.1,113.2,7.2,15.0,27.9,66.0,1681.0,534.97,31.6
20.3,78.5,114.1,14.7,17.1,27.4,64.8,1539.0,417.03,30.6
10.1,93.7,120.4,8.5,16.2,30.6,82.1,2269.0,682.19,22.6
18.3,101.4,134.7,7.4,14.7,33.6,70.5,1502.0,250.66,69.9
14.5,31.2,90.0,15.3,15.1,28.4,60.6,4511.0,454.75,15.0
18.9,85.7,117.6,13.9,8.5,25.2,91.1,1760.0,309.95,20.7
9.7,145.6,104.3,16.3,21.3,31.7,67.9,1296.0,311.67,38.0
22.9,92.3,52.4,9.6,15.8,32.9,92.5,454.0,133.62,51.3
24.6,111.3,33.1,11.7,7.6,37.5,85.1,238.0,72.37,37.3
24.5,67.4,64.1,11.1,20.3,32.7,86.7,942.0,156.58,40.1
21.0,122.9,83.2,19.8,23.6,31.1,67.1,774.0,108.99,40.5
11.1,122.8,104.1,9.4,23.9,32.5,68.2,1216.0,209.87,42.1
21.1,92.6,132.0,9.4,12.4,37.1,78.2,1101.0,136.27,23.3
9.4,147.1,53.5,10.3,7.7,35.8,66.0,773.0,156.41,36.4
9.4,45.1,45.1,13.5,15.4,29.2,70.7,1718.0,451.37,15.0
14.2,32.0,145.6,8.8,7.3,28.1,71.3,5917.0,1699.24,15.0
16.8,122.4,43.0,18.7,23.7,28.4,65.6,344.0,83.86,21.2
21.3,126.9,87.4,9.0,8.7,31.6,67.2,690.0,183.08,44.7
19.9,44.4,100.3,18.4,10.1,34.7,87.6,2774.0,510.94,15.0
16.1,61.9,95.0,6.6,13.1,31.5,65.9,2375.0,510.04,34.7
13.4,32.1,40.3,14.8,12.7,25.9,61.0,1761.0,243.45,15.0
25.0,65.2,36.8,18.6,20.9,34.4,82.0,475.0,122.77,37.1
15.8,122.8,42.7,7.5,14.1,35.5,94.2,518.0,103.24,52.2
16.2,92.2,100.3,19.5,8.4,28.8,71.6,1085.0,179.82,20.8
11.6,71.8,95.3,11.8,10.3,33.6,64.2,2503.0,315.4,15.4
21.7,74.6,58.0,19.2,15.2,30.5,80.0,684.0,204.43,21.6
20.1,30.2,106.5,15.2,7.9,36.6,91.7,2998.0,374.1,15.0
12.5,66.0,128.4,9.5,17.2,36.0,87.4,2955.0,597.93,43.4
10.3,107.6,35.0,7.8,16.3,31.8,81.8,497.0,102.57,24.5
19.9,146.9,89.8,9.6,19.3,34.0,71.0,675.0,143.2,49.5
19.5,131.6,112.7,6.4,23.8,36.5,79.0,771.0,235.62,120.0
13.4,32.8,60.3,7.2,23.2,31.4,63.2,2487.0,472.51,27.2
24.2,137.8,66.9,6.6,23.9,29.1,83.8,325.0,74.36,120.0
11.4,124.0,103.6,11.3,9.9,34.8,85.4,1731.0,433.99,39.0
15.9,123.6,137.8,16.9,7.6,27.9,93.8,1395.0,359.46,21.3
24.1,85.0,127.2,7.1,11.0,30.1,69.1,1287.0,347.2,71.0
15.7,77.8,100.0,7.0,22.9,36.3,60.6,1693.0,307.2,44.0
19.2,66.3,117.6,14.7,24.4,34.4,79.1,1763.0,270.89,25.4
15.4,37.9,73.8,8.0,22.2,30.2,84.7,2146.0,462.42,25.8
13.4,57.4,106.9,6.5,7.2,27.8,87.7,3124.0,676.94,25.8
24.7,59.6,85.9,7.5,23.9,29.6,66.8,948.0,142.08,43.6
15.5,88.1,52.8,18.9,13.5,28.7,69.2,618.0,118.78,15.0
23.3,119.7,114.2,17.3,5.2,27.3,77.9,905.0,89.52,15.0
12.7,86.9,96.8,10.3,13.8,34.7,71.6,1502.0,327.72,32.0
12.4,36.9,73.0,14.8,5.9,28.3,90.1,2878.0,845.93,15.0
9.5,144.9,139.4,13.1,15.9,30.9,76.6,2000.0,212.46,18.6
19.4,143.1,32.5,15.2,11.8,30.0,88.0,228.0,54.97,24.6
14.9,124.2,67.9,15.2,14.5,37.8,80.3,810.0,210.23,43.7
22.8,149.0,36.8,14.4,17.3,30.1,87.1,230.0,31.92,46.4
16.6,95.3,122.0,9.0,22.4,26.0,71.6,1656.0,368.64,42.8
24.5,145.5,114.3,5.6,18.2,26.2,89.1,710.0,189.14,120.0
12.0,39.1,69.8,11.8,13.7,32.7,69.6,2674.0,872.57,15.0
22.9,73.9,111.1,18.4,21.4,32.8,79.1,1197.0,193.02,25.4
21.4,57.0,77.5,13.5,23.1,30.4,67.5,1229.0,152.29,23.1
21.3,53.5,120.8,17.5,7.4,30.6,76.6,1912.0,274.33,15.0
22.5,46.9,84.5,19.9,15.6,25.7,71.1,1989.0,384.77,16.0
21.2,104.7,79.5,7.5,10.7,31.7,69.3,830.0,175.76,75.3
19.0,123.8,142.2,15.4,5.9,31.6,93.8,1005.0,283.69,27.0
11.1,99.4,60.1,15.1,18.4,26.9,65.6,820.0,182.19,19.3
9.5,47.6,44.5,19.7,22.3,26.3,87.6,1512.0,262.61,15.0
23.7,127.3,100.1,19.8,8.3,26.6,94.4,578.0,143.25,38.2
18.9,106.3,146.3,15.3,21.2,26.3,60.7,1178.0,287.03,27.5
21.7,76.6,75.3,8.7,22.1,32.9,84.5,920.0,222.39,71.9
16.7,110.9,37.4,17.0,23.3,27.6,68.9,477.0,76.11,31.0
10.9,61.2,70.7,6.6,10.3,28.3,61.4,2377.0,356.43,20.3
11.0,71.4,90.7,16.7,23.1,27.3,74.1,1980.0,366.36,18.2
20.0,140.1,49.4,18.7,11.4,37.5,92.7,336.0,50.28,18.9
15.9,64.9,109.0,10.7,16.0,36.1,60.4,2124.0,323.96,17.2
12.2,86.4,149.7,14.5,6.0,28.0,80.6,3279.0,337.75,15.0
16.9,136.8,84.2,11.5,5.9,29.3,77.5,854.0,123.62,25.8
10.0,114.9,72.6,11.6,19.4,27.7,90.6,1517.0,135.15,20.8
18.3,37.5,78.1,9.7,13.9,31.4,62.9,2287.0,312.51,21.7
13.3,47.7,43.8,16.4,10.1,25.3,83.9,1516.0,344.52,15.0
21.8,30.9,136.0,19.0,8.8,33.7,83.8,3255.0,666.91,15.0
14.0,105.7,79.8,19.1,18.4,31.8,83.4,1116.0,252.52,30.6
16.3,83.7,76.5,7.6,5.0,36.7,93.0,981.0,273.05,26.5
9.2,46.1,109.2,18.1,21.1,27.1,88.8,4978.0,1114.52,15.0
10.2,145.0,83.0,16.1,6.6,35.5,61.5,1203.0,329.04,18.9
15.3,93.6,107.8,8.8,8.8,35.3,76.5,1325.0,157.26,26.6
16.7,59.0,37.4,6.0,12.7,26.7,73.9,589.0,188.08,17.7
18.6,90.1,127.6,9.0,14.7,30.2,70.9,1151.0,444.58,60.0
13.7,111.6,142.9,18.7,12.1,27.2,75.8,1426.0,510.61,28.5
20.1,39.1,107.9,14.5,11.4,28.3,73.4,2065.0,365.81,15.0
22.8,63.0,144.5,15.8,24.3,28.4,75.1,1624.0,333.56,29.2
21.5,126.8,48.2,8.9,17.8,32.2,94.3,308.0,47.56,49.2
9.6,85.2,87.3,15.8,5.5,30.3,63.1,1831.0,468.7,15.0
16.7,95.6,102.2,5.4,13.6,37.3,92.3,1593.0,310.7,53.5
10.7,81.9,99.8,10.6,22.5,26.6,76.8,2060.0,372.8,16.7
12.9,35.3,78.2,14.4,11.0,37.7,81.8,2802.0,715.99,15.0
24.8,49.9,70.6,7.2,6.9,28.0,89.1,1167.0,271.85,50.5
11.3,83.5,45.2,17.3,20.2,35.0,72.6,1133.0,177.01,15.0
17.0,55.1,77.0,8.5,17.1,29.4,75.1,1792.0,445.72,26.1
18.9,36.0,49.5,14.8,16.4,26.9,74.3,1308.0,370.38,15.0
20.2,131.2,118.1,11.1,6.1,36.2,73.1,917.0,100.45,18.9
18.0,147.7,55.1,13.9,7.8,29.0,92.4,460.0,93.08,17.4
9.2,125.2,37.0,6.6,17.5,33.6,89.0,720.0,95.02,30.3
14.2,132.5,96.3,5.3,9.2,32.4,63.8,1107.0,216.19,61.3
17.3,59.0,101.4,18.6,15.1,31.1,63.8,2357.0,579.28,15.0
10.4,145.3,134.6,9.0,15.9,31.4,75.0,2111.0,491.26,34.5
14.6,53.6,99.2,17.3,10.7,34.5,63.5,2633.0,458.23,15.0
9.5,144.2,71.5,20.0,24.0,26.1,81.7,1004.0,164.64,36.5
10.3,149.4,126.4,8.2,21.8,33.7,65.0,1766.0,242.27,47.1
15.4,115.4,94.8,9.0,19.4,36.6,78.3,1241.0,221.08,50.7
11.1,147.7,39.5,14.9,6.6,25.8,60.3,362.0,59.08,15.0
18.1,98.3,97.9,19.5,7.1,26.8,71.1,1372.0,231.09,17.3
20.0,61.1,139.0,18.7,14.9,34.3,83.7,1909.0,227.52,15.0
21.8,82.4,77.6,12.5,8.2,30.7,76.9,850.0,142.15,25.2
12.2,101.2,65.6,16.9,24.6,30.2,94.2,1259.0,152.84,16.3
11.7,38.8,47.2,7.0,8.2,26.8,90.6,1799.0,613.63,15.0
10.7,104.7,48.2,19.7,14.7,31.6,72.6,852.0,211.66,15.0
19.2,147.7,81.9,19.5,12.3,26.6,61.6,472.0,98.25,20.0
20.3,52.8,101.5,7.5,17.8,31.2,89.6,1793.0,224.43,31.0
9.5,125.1,39.7,9.5,7.6,34.9,91.9,560.0,135.69,15.0
24.0,138.9,142.7,6.5,13.6,28.4,88.7,798.0,122.27,72.0
9.8,143.2,120.6,9.1,10.5,31.3,64.5,1605.0,355.06,21.0
17.7,145.2,100.4,17.2,22.8,37.9,94.9,976.0,209.1,64.6
20.3,92.6,129.4,10.7,5.8,33.9,69.1,1714.0,306.67,45.5
22.9,147.3,39.6,6.3,23.3,35.9,85.3,189.0,53.2,106.3
20.4,120.9,87.2,10.1,21.7,30.4,91.8,786.0,147.11,80.2
21.8,49.4,105.6,19.7,11.0,35.0,68.2,1520.0,559.16,15.0
14.4,87.2,129.4,14.4,20.8,25.5,91.8,1573.0,588.95,29.3
22.0,116.2,124.0,11.2,5.6,26.6,70.8,777.0,196.19,27.7
10.3,59.7,63.2,7.5,24.3,27.6,94.2,2541.0,332.21,37.1
23.3,106.9,142.9,19.8,15.5,30.2,69.8,1400.0,220.11,24.8
17.8,110.0,44.9,17.3,11.1,36.0,93.4,390.0,63.15,19.2
22.1,49.5,135.0,9.2,12.3,29.5,61.9,2052.0,561.31,33.2
16.2,97.8,146.5,6.1,6.3,33.5,84.8,1606.0,369.05,36.1
19.3,122.6,51.3,5.8,24.8,34.2,78.6,437.0,52.29,86.6
17.4,89.9,116.6,6.8,5.8,32.6,76.7,1542.0,207.9,35.3
20.7,31.5,34.8,13.7,18.1,29.6,67.8,921.0,209.6,15.0
10.3,31.1,78.7,18.9,13.9,32.5,84.7,5540.0,1362.65,15.0
10.0,72.8,92.0,12.5,24.0,29.4,66.7,2292.0,540.32,20.2
13.0,141.1,99.7,17.6,9.9,26.1,79.3,1321.0,257.66,21.8
11.6,57.4,142.3,11.7,15.6,37.9,68.9,4625.0,719.73,25.0
22.9,106.1,110.7,15.6,14.6,26.7,93.4,880.0,194.75,36.8
12.5,56.6,87.8,16.0,19.1,25.9,61.0,2836.0,469.34,15.0
24.6,68.6,127.2,7.6,6.4,36.4,67.0,1746.0,349.17,38.0
14.4,131.8,144.1,10.4,8.9,28.9,68.5,1360.0,167.33,42.1
11.9,117.5,32.6,14.6,9.3,33.5,74.5,429.0,92.69,15.0
21.6,41.4,147.9,6.1,19.8,29.3,68.1,4018.0,525.15,37.8
19.5,81.4,40.3,10.4,8.8,30.1,77.2,422.0,83.76,15.0
17.0,33.5,127.7,13.0,16.5,28.4,90.5,3465.0,1312.82,16.3
17.9,87.7,63.6,19.9,9.3,29.5,84.9,793.0,110.78,16.2
20.5,109.5,45.9,12.1,22.2,30.3,80.3,470.0,66.28,43.0
12.7,44.2,82.8,17.2,23.8,34.4,63.1,3360.0,597.56,15.0
24.9,64.7,107.3,11.5,15.4,31.6,84.3,1609.0,362.63,40.4
24.6,77.7,75.7,16.9,12.0,37.3,65.8,805.0,145.19,15.0
19.4,140.3,36.5,13.9,9.7,25.5,87.5,215.0,66.77,26.2
12.2,149.2,101.9,18.3,6.0,31.5,68.8,1170.0,304.04,15.1
19.9,35.4,138.3,11.2,10.4,32.6,74.6,4478.0,636.75,15.0
10.2,121.3,76.0,14.1,18.1,37.0,72.3,983.0,220.24,30.4
9.5,74.6,56.0,14.5,15.7,25.6,90.1,1322.0,270.79,15.0
13.1,77.1,83.1,11.3,23.9,32.5,64.4,1242.0,437.96,46.2
16.4,120.5,35.8,7.2,12.9,36.1,79.8,379.0,39.44,34.3
22.9,140.2,128.5,6.4,18.9,28.1,65.0,955.0,129.42,120.0
20.6,144.1,129.2,5.3,14.8,36.4,84.7,943.0,204.91,119.5
20.9,99.3,100.6,18.1,15.3,25.2,91.7,1204.0,206.76,18.3
15.8,72.9,72.4,8.5,10.4,34.5,75.2,982.0,235.35,24.6
14.5,124.5,126.0,8.2,14.1,37.1,77.1,1673.0,289.57,52.0
14.9,60.1,96.6,16.0,14.4,33.5,92.5,2488.0,300.05,15.0
24.8,97.7,129.1,9.8,19.1,30.7,78.2,967.0,198.38,52.1
9.6,73.0,105.8,12.6,23.8,25.6,77.1,3716.0,601.91,21.2
22.9,108.8,124.1,7.4,11.6,37.0,80.2,892.0,279.58,54.1
18.3,58.8,101.8,19.4,5.8,31.1,84.1,2264.0,288.41,15.0
16.0,53.0,79.7,17.8,14.9,25.4,63.7,2235.0,513.72,15.0
20.6,140.2,145.0,18.0,15.9,34.0,88.7,1133.0,229.69,47.2
16.8,42.2,94.9,11.1,8.4,31.3,75.2,2764.0,278.82,15.0
23.0,90.7,102.6,16.4,20.2,26.6,62.5,798.0,241.17,29.3
23.4,56.5,56.5,7.2,24.7,27.8,87.5,867.0,91.43,47.4
15.7,34.7,105.1,5.1,23.9,25.8,73.2,3573.0,1152.7,40.8
13.4,34.3,98.6,5.3,8.9,32.5,63.5,4903.0,1174.45,23.4
18.5,51.0,52.2,13.8,22.5,33.1,82.2,1250.0,176.51,15.0
23.6,134.0,37.2,11.8,19.1,31.6,90.8,283.0,35.59,41.7
12.4,63.9,102.5,12.8,14.1,35.6,91.1,1965.0,457.3,15.0
19.0,144.1,121.6,5.1,15.8,36.2,93.5,1028.0,152.46,120.0
19.1,99.8,92.8,11.3,22.0,33.0,90.4,1187.0,169.85,47.4
20.7,82.4,57.2,15.8,14.6,25.2,60.1,767.0,109.64,17.1
